markov_blanket
"[0, 1, 16, 6, 8, 11, 13]"
"[0, 1, 3, 4, 6, 7, 8, 9, 11, 15, 17]"
"[2, 4, 6, 11, 12]"
"[1, 3, 5, 6, 9, 11, 13, 15, 17]"
"[1, 2, 4, 6, 9, 10, 11, 12, 17]"
"[3, 5, 6, 7, 9, 12, 13, 15, 17]"
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17]"
"[1, 5, 6, 7, 11, 15, 17]"
"[16, 0, 1, 6, 8]"
"[1, 3, 4, 5, 6, 9, 11, 13, 15]"
"[4, 6, 10, 12, 13, 14, 17]"
"[0, 1, 2, 3, 4, 6, 7, 9, 11, 13, 15, 17]"
"[2, 4, 5, 6, 10, 12, 13, 17]"
"[0, 3, 5, 6, 9, 10, 11, 12, 13, 15]"
"[17, 6, 10, 14]"
"[1, 3, 5, 6, 7, 9, 11, 13, 15, 17]"
"[0, 8, 16]"
"[1, 3, 4, 5, 6, 7, 10, 11, 12, 14, 15, 17]"
