markov_blanket
"[0, 24, 25, 29, 14, 15]"
"[1, 10, 19]"
"[2, 5, 8, 11, 14, 23, 26, 29]"
"[17, 3, 11, 8, 27]"
"[4, 10, 12, 15, 18, 19, 22, 25, 29]"
"[2, 5, 8, 11, 12, 13, 14, 17]"
"[8, 9, 11]"
"[19, 21, 22, 7]"
"[2, 3, 5, 6, 8, 9, 11, 14, 16, 20]"
"[6, 23, 8, 9, 11, 28, 29]"
"[1, 18, 4, 22, 10]"
"[2, 3, 5, 6, 8, 9, 11, 14, 17, 27]"
"[17, 4, 5, 25, 12, 29, 15]"
"[5, 13, 29]"
"[0, 2, 5, 8, 11, 14, 15, 24, 25, 28, 29]"
"[0, 4, 12, 14, 15, 25, 29]"
"[16, 20, 21, 8, 26, 29]"
"[17, 3, 5, 11, 27, 12]"
"[18, 4, 22, 10, 30]"
"[1, 19, 4, 21, 7]"
"[8, 16, 20]"
"[16, 19, 21, 7, 26, 29]"
"[18, 4, 22, 7, 10]"
"[2, 23, 9, 26, 28, 29]"
"[24, 0, 14]"
"[0, 4, 25, 12, 29, 14, 15]"
"[16, 2, 21, 23, 26, 29]"
"[17, 3, 27, 11]"
"[23, 9, 28, 29, 14]"
"[0, 2, 4, 9, 12, 13, 14, 15, 16, 21, 23, 25, 26, 28, 29]"
"[18, 30]"
