markov_blanket
"[0, 36, 5, 7, 12, 13, 16, 19, 22, 25, 28]"
"[1, 2, 4, 5, 7, 12, 13, 16, 17, 19, 21, 23, 24, 25, 26, 34, 37]"
"[32, 1, 2, 19, 23, 9, 13]"
"[34, 3, 12, 13, 17, 19, 30]"
"[1, 34, 35, 4, 7, 9, 12, 14, 15, 16, 17, 19, 20, 23, 25]"
"[0, 1, 5, 7, 12, 13, 14, 16, 19, 21, 22, 25, 26, 27, 28, 36]"
"[16, 19, 28, 6]"
"[0, 1, 4, 5, 7, 8, 12, 13, 14, 15, 16, 17, 19, 22, 25, 28, 30, 34, 36]"
"[8, 11, 7, 15]"
"[32, 2, 4, 23, 9, 14]"
"[25, 10, 29, 22]"
"[34, 8, 11, 14, 31]"
"[0, 1, 3, 4, 5, 7, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 25, 28, 30, 33, 34, 36]"
"[0, 1, 2, 3, 5, 7, 12, 13, 14, 16, 17, 19, 22, 25, 28, 30, 34, 36]"
"[4, 5, 7, 9, 11, 12, 13, 14, 15, 16, 17, 19, 23, 25, 31, 34, 36]"
"[4, 7, 8, 12, 14, 15, 16, 17, 18, 19]"
"[0, 1, 4, 5, 6, 7, 12, 13, 14, 15, 16, 17, 19, 21, 22, 25, 26, 28, 33]"
"[1, 34, 3, 4, 7, 12, 13, 14, 15, 16, 17, 19, 25, 30]"
"[18, 19, 27, 12, 15]"
"[0, 1, 2, 3, 4, 5, 6, 7, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25, 27, 30, 34, 35, 36, 37]"
"[35, 19, 4, 20, 23, 24]"
"[33, 1, 5, 12, 16, 21, 22, 25, 26, 28]"
"[0, 5, 7, 10, 12, 13, 16, 21, 22, 25, 28, 29]"
"[32, 1, 2, 4, 9, 12, 14, 20, 23, 24]"
"[1, 19, 20, 37, 23, 24]"
"[0, 1, 4, 5, 7, 10, 12, 13, 14, 16, 17, 19, 21, 22, 25, 26, 28, 34, 36]"
"[1, 5, 16, 21, 25, 26]"
"[27, 18, 19, 5]"
"[0, 5, 6, 7, 12, 13, 16, 21, 22, 25, 28]"
"[10, 29, 22]"
"[34, 3, 7, 12, 13, 17, 19, 30]"
"[34, 11, 14, 31]"
"[32, 2, 23, 9]"
"[16, 33, 21, 12]"
"[1, 34, 3, 4, 7, 11, 12, 13, 14, 17, 19, 25, 30, 31]"
"[19, 35, 20, 4]"
"[0, 36, 5, 7, 12, 13, 14, 19, 25]"
"[1, 19, 37, 24]"
