markov_blanket
"[0, 7, 40, 8, 10, 43, 14, 17, 19, 23, 25, 30, 31]"
"[8, 17, 37, 1]"
"[9, 2, 42, 5]"
"[3, 38, 6, 8, 10, 19, 24, 26, 30]"
"[29, 4, 21, 11, 28, 13]"
"[2, 5, 39, 9, 42]"
"[34, 3, 38, 6, 8, 41, 10, 14, 19, 20, 24, 26, 30, 31]"
"[16, 0, 7, 39, 10, 14]"
"[0, 1, 3, 6, 8, 10, 11, 14, 19, 24, 25, 27, 30, 31, 32, 34, 36, 41]"
"[2, 5, 9, 42, 15]"
"[0, 3, 6, 7, 8, 41, 10, 12, 14, 16, 17, 19, 23, 30, 31]"
"[4, 21, 36, 8, 25, 11, 28, 29]"
"[16, 23, 41, 10, 12, 14]"
"[17, 4, 13]"
"[0, 6, 7, 8, 41, 10, 12, 14, 16, 23, 27]"
"[41, 9, 15]"
"[16, 7, 23, 10, 12, 14]"
"[0, 1, 35, 37, 10, 13, 17, 19, 30]"
"[41, 18, 37]"
"[0, 34, 3, 6, 8, 40, 10, 43, 17, 19, 25, 30, 31]"
"[20, 6, 41, 26]"
"[35, 4, 21, 11, 28, 29]"
"[41, 29, 22]"
"[16, 0, 23, 10, 12, 14]"
"[3, 38, 6, 8, 24, 26, 27, 30]"
"[0, 19, 36, 11, 40, 8, 43, 25]"
"[3, 38, 6, 41, 20, 24, 26, 30]"
"[8, 24, 41, 27, 14]"
"[32, 4, 21, 11, 28, 29]"
"[4, 21, 22, 11, 28, 29]"
"[0, 34, 3, 38, 6, 8, 10, 17, 19, 24, 26, 30, 31]"
"[0, 34, 6, 8, 10, 19, 30, 31]"
"[8, 41, 32, 28]"
[40]
"[34, 19, 6, 8, 30, 31]"
"[17, 35, 21]"
"[8, 25, 11, 36]"
"[17, 18, 37, 1]"
"[3, 6, 24, 26, 30]"
"[39, 5, 7]"
"[0, 33, 19, 40, 25, 43]"
"[32, 6, 8, 41, 10, 12, 14, 15, 18, 20, 22, 26, 27]"
"[2, 5, 9, 42]"
"[0, 19, 40, 25, 43]"
