markov_blanket
"[0, 17, 6, 7, 12, 15]"
"[17, 1, 4, 8]"
"[17, 2, 11, 13]"
"[3, 6, 7, 10, 12, 15]"
"[16, 1, 17, 4, 8, 9]"
"[5, 6, 14]"
"[0, 3, 5, 6, 7, 8, 11, 18]"
"[0, 3, 6, 7, 10, 12, 18]"
"[1, 17, 4, 6, 8]"
"[16, 17, 4, 9]"
"[17, 3, 7, 10, 12]"
"[2, 11, 13, 6]"
"[0, 3, 7, 10, 12, 15, 17]"
"[2, 11, 13, 14]"
"[13, 5, 14]"
"[0, 17, 3, 12, 15]"
"[9, 4]"
"[0, 1, 2, 4, 8, 9, 10, 12, 15, 17]"
"[18, 6, 7]"
