markov_blanket
"[0, 1, 2, 35, 37, 7, 10, 13, 16, 21, 29]"
"[0, 1, 18, 35, 2, 29]"
"[0, 1, 2, 35, 7, 9, 10, 13, 16, 18, 21, 29]"
"[3, 21, 8, 28, 13]"
"[33, 4, 23, 8, 28]"
"[33, 27, 5, 39]"
"[17, 19, 6, 30, 14]"
"[0, 2, 35, 7, 9, 10, 13, 18, 21]"
"[3, 4, 21, 8, 13]"
"[2, 35, 7, 9, 10, 14]"
"[0, 34, 2, 36, 35, 7, 9, 10, 16, 21]"
"[34, 36, 37, 11, 12, 13, 14, 20]"
"[37, 11, 12, 29, 14]"
"[0, 34, 3, 2, 36, 7, 8, 11, 13, 14, 18, 21]"
"[34, 36, 37, 6, 38, 9, 11, 12, 13, 14, 16, 29]"
[37]
"[32, 0, 2, 36, 38, 10, 14, 16, 21, 25, 26]"
"[17, 19, 6, 29, 30]"
"[1, 2, 18, 7, 13]"
"[17, 19, 6, 30, 31]"
"[11, 20, 29, 22]"
"[0, 2, 3, 7, 8, 10, 13, 16, 21]"
"[33, 20, 29, 22]"
"[4, 23, 39]"
"[32, 24, 25, 27, 29]"
"[32, 16, 24, 25, 26, 29]"
"[16, 25, 26]"
"[24, 33, 27, 5]"
"[3, 4, 28]"
"[32, 0, 1, 35, 2, 38, 12, 14, 17, 20, 22, 24, 25, 29]"
"[17, 19, 6, 30, 31]"
"[19, 40, 30, 31]"
"[16, 32, 24, 25, 29]"
"[33, 4, 5, 22, 27]"
"[34, 36, 10, 11, 13, 14]"
"[0, 1, 2, 35, 7, 9, 10, 29]"
"[34, 36, 38, 10, 11, 13, 14, 16]"
"[0, 37, 11, 12, 14, 15]"
"[16, 36, 38, 29, 14]"
"[23, 5, 39]"
"[40, 31]"
