markov_blanket
"[0, 10]"
"[1, 4, 5, 7, 8, 9, 12, 15]"
"[2, 3, 4, 6]"
"[2, 3, 4, 5, 6, 7, 12]"
"[1, 2, 3, 4, 6, 12, 15]"
"[1, 3, 5, 6, 7, 8, 9]"
"[2, 3, 4, 5, 6, 7, 12]"
"[1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]"
"[1, 5, 7, 8, 9, 10, 12, 13, 15]"
"[1, 5, 7, 8, 9, 10, 11, 12, 13, 15]"
"[0, 7, 8, 9, 10, 12, 13, 15]"
"[7, 9, 11, 12, 13, 15]"
"[1, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]"
"[7, 8, 9, 10, 11, 12, 13, 14, 15]"
"[7, 12, 13, 14]"
"[1, 4, 7, 8, 9, 10, 11, 12, 13, 15]"
