markov_blanket
"[0, 9, 5]"
"[1, 2, 5]"
"[1, 2, 3]"
"[3, 2, 10, 4]"
"[3, 4, 7, 8, 10]"
"[0, 1, 5]"
"[8, 7]"
"[8, 4, 6, 7]"
"[8, 4, 6, 7]"
"[0, 9]"
"[10, 3, 4]"
