markov_blanket
"[0, 2, 3, 7, 9, 11]"
[11]
"[0, 2, 3, 7, 9, 11]"
"[0, 2, 3, 7, 9, 10, 11]"
"[4, 5, 6, 8, 10]"
"[4, 5, 6, 8, 10]"
"[4, 5, 6, 8, 10]"
"[0, 2, 3, 7, 9, 11]"
"[4, 5, 6, 8, 10]"
"[0, 2, 3, 7, 9, 11]"
"[3, 4, 5, 6, 8, 10]"
"[0, 1, 2, 3, 7, 9, 11]"
