markov_blanket
"[0, 49, 61]"
"[80, 1, 2, 50, 76]"
"[1, 2, 36, 6, 76, 13]"
"[32, 3, 4, 37, 73, 75, 76, 43, 78, 17, 53, 87, 56, 29, 62]"
"[32, 3, 4, 37, 75, 78, 21, 29, 62, 63]"
"[64, 37, 5, 40, 12, 78, 17, 88]"
"[97, 2, 36, 6, 13]"
"[98, 35, 22, 7]"
"[65, 35, 71, 72, 9, 8, 15, 48, 85, 24, 57, 94]"
"[32, 65, 35, 71, 8, 72, 9, 85, 54, 26]"
"[57, 10, 83, 84]"
"[77, 79]"
"[77, 5, 53, 74, 12, 45, 79]"
"[2, 100, 36, 6, 13]"
"[57, 67, 14]"
[8]
"[66, 34, 69, 16, 81, 50, 51, 23]"
"[17, 3, 37, 5, 73, 30]"
"[97, 18, 52, 37]"
"[19, 92, 45, 84]"
[44]
"[81, 4, 21]"
"[65, 35, 37, 22, 7, 71, 26]"
"[16, 69, 23]"
"[48, 85, 94, 8, 57, 72, 24]"
"[64, 89, 27, 25, 47]"
"[32, 97, 37, 22, 9, 26]"
"[25, 89, 27, 62, 47]"
"[37, 91, 75, 87, 58, 59, 28, 29]"
"[32, 3, 4, 37, 75, 78, 56, 28, 29]"
"[17, 43, 77, 30]"
"[33, 31, 39]"
"[32, 3, 4, 37, 9, 75, 78, 56, 26, 29]"
[31]
"[16, 66, 34, 100, 51, 69]"
"[35, 7, 71, 9, 42, 8, 72, 85, 22, 54, 63]"
"[97, 2, 36, 6, 13]"
"[64, 65, 3, 4, 5, 71, 73, 75, 78, 17, 18, 22, 88, 26, 28, 29, 32, 37, 40, 52, 56]"
[66]
"[68, 39, 86, 87, 90, 44, 31]"
"[64, 5, 37, 40, 75, 88]"
[55]
"[35, 70, 72, 73, 42, 59]"
"[97, 3, 53, 43, 77, 30]"
"[20, 39, 44, 46]"
"[92, 19, 45, 74, 12, 77, 79]"
[44]
"[99, 89, 27, 25, 47]"
"[48, 85, 54, 8, 24, 72, 94]"
[0]
"[16, 1, 50, 80]"
"[16, 66, 34, 100, 51, 69]"
"[18, 37]"
"[3, 53, 74, 43, 12]"
"[48, 9, 35, 54]"
"[80, 41, 55]"
"[32, 3, 37, 75, 29, 78]"
"[8, 24, 57, 10, 61, 14]"
"[100, 59, 58, 91, 28]"
"[58, 70, 73, 42, 91, 28, 59]"
[87]
"[0, 57, 61]"
"[3, 4, 87, 27, 76, 62, 63]"
"[35, 4, 62, 63]"
"[64, 5, 37, 40, 88, 25]"
"[65, 37, 22, 71, 8, 9]"
"[16, 34, 51, 66, 69, 38]"
"[89, 67, 14]"
[39]
"[16, 66, 34, 51, 69, 23]"
"[82, 70, 73, 42, 59]"
"[65, 35, 37, 22, 71, 8, 9]"
"[35, 8, 9, 42, 72, 48, 85, 24, 94, 95]"
"[3, 37, 70, 73, 42, 17, 82, 59]"
"[53, 74, 12, 45, 92]"
"[32, 3, 4, 37, 40, 75, 78, 56, 88, 28, 29]"
"[1, 2, 3, 87, 76, 62]"
"[43, 11, 77, 45, 79, 12, 30]"
"[32, 3, 4, 5, 37, 75, 78, 56, 29]"
"[100, 77, 11, 12, 45, 79]"
"[80, 1, 50, 55]"
"[16, 81, 21]"
"[96, 82, 70, 73]"
"[10, 84]"
"[10, 83, 19, 84]"
"[97, 35, 8, 9, 72, 48, 85, 24, 94]"
[39]
"[3, 87, 39, 62, 28, 60, 76]"
"[64, 37, 5, 40, 88, 75, 93]"
"[89, 67, 25, 27, 47]"
[39]
"[100, 59, 58, 91, 28]"
"[19, 74, 92, 45]"
[88]
"[48, 85, 8, 24, 72, 94]"
"[72, 95]"
"[96, 82]"
"[97, 18, 36, 85, 6, 26, 43]"
"[98, 7]"
"[99, 47]"
"[34, 51, 100, 58, 91, 13, 79]"
