markov_blanket
"[0, 1, 18, 20, 7, 8, 10]"
"[0, 1, 18, 5, 7, 8, 10]"
"[2, 11, 12, 14, 16, 17, 18]"
"[9, 10, 3]"
"[8, 4, 22, 14]"
"[1, 5, 21, 15]"
"[16, 17, 6, 7]"
"[0, 1, 18, 6, 7, 8, 10]"
"[0, 1, 4, 7, 8, 10, 14, 18]"
"[9, 3, 14]"
"[0, 1, 18, 3, 7, 8, 10]"
"[11, 17, 2, 19]"
"[16, 2, 12, 13, 14]"
"[16, 12, 13, 15]"
"[2, 4, 8, 9, 12, 14, 15, 18]"
"[18, 5, 21, 13, 14, 15]"
"[16, 17, 2, 18, 6, 12, 13]"
"[16, 17, 2, 6, 11]"
"[0, 1, 2, 7, 8, 10, 14, 15, 16, 18]"
"[11, 19]"
"[0, 20]"
"[5, 21, 15]"
"[4, 22]"
