markov_blanket
"[0, 2, 19]"
"[1, 3, 23, 58, 30]"
"[0, 2, 53]"
"[1, 3, 38, 13, 15, 47, 58, 61]"
"[35, 36, 4, 43, 44, 46, 24, 59]"
"[48, 5, 55, 56, 41]"
"[17, 6, 24, 10, 59, 45]"
"[59, 20, 36]"
"[24, 59, 36]"
"[24, 59, 21]"
"[22, 6, 24, 10, 59, 45]"
"[59, 36]"
"[41, 27, 12, 47]"
"[3, 60, 13]"
"[32, 17, 14, 49]"
"[40, 3, 15, 47]"
"[36, 21]"
"[36, 6, 14, 49, 17, 20, 59]"
[26]
"[0, 19, 29]"
"[17, 36, 20, 7, 59]"
"[36, 9, 45, 16, 51, 21, 24, 59]"
[10]
"[1, 60, 30, 23]"
"[4, 6, 8, 9, 10, 21, 24, 28, 36, 37, 38, 42, 43, 45, 46, 50, 54, 59]"
"[40, 25, 44]"
"[26, 18, 59, 36]"
"[41, 27, 12, 47]"
"[36, 24, 57, 59, 28, 45]"
"[19, 29, 30]"
"[1, 29, 30, 23]"
"[32, 52, 36, 31]"
"[32, 49, 36, 55, 14, 31]"
"[56, 33, 58]"
"[48, 34, 59, 52]"
"[35, 36, 4, 43, 59, 44, 46]"
"[4, 7, 8, 11, 16, 17, 20, 21, 24, 26, 28, 31, 32, 35, 36, 37, 39, 42, 43, 46, 50, 54, 59]"
"[24, 59, 36]"
"[24, 3, 38]"
"[59, 36]"
"[40, 25, 15]"
"[48, 5, 41, 27, 12]"
"[24, 59, 36]"
"[35, 36, 4, 43, 44, 46, 24, 59]"
"[35, 4, 53, 25, 43, 44, 46]"
"[6, 10, 45, 51, 21, 24, 57, 59, 28]"
"[35, 36, 4, 43, 44, 46, 24, 59]"
"[3, 27, 12, 47, 15]"
"[48, 34, 52, 5, 41]"
"[32, 17, 14, 49]"
"[24, 36]"
"[59, 45, 21]"
"[48, 34, 52, 55, 31]"
"[2, 44, 53]"
"[24, 59, 36]"
"[32, 52, 5, 55]"
"[56, 33, 5]"
"[28, 45]"
"[1, 58, 3, 33]"
"[4, 6, 7, 8, 9, 10, 11, 17, 20, 21, 24, 26, 28, 34, 35, 36, 37, 39, 42, 43, 45, 46, 51, 54, 59]"
"[60, 13, 23]"
"[3, 61]"
