markov_blanket
"[0, 1, 2, 3, 5, 6, 8, 9, 10, 11, 13, 14]"
"[0, 1, 2, 4, 6, 9, 10]"
"[0, 1, 2, 5, 6, 8, 9, 10]"
"[0, 3, 5, 7, 8, 13, 14, 15]"
"[1, 4, 9, 10]"
"[0, 2, 3, 5, 6, 8, 13, 14, 15]"
"[0, 1, 2, 5, 6, 8]"
"[3, 7]"
"[0, 2, 3, 5, 6, 8, 12, 13, 14]"
"[0, 1, 2, 4, 9, 10]"
"[0, 1, 2, 4, 9, 10]"
"[0, 11, 13, 14]"
"[8, 12, 13, 14]"
"[0, 3, 5, 8, 11, 12, 13, 14, 15]"
"[0, 3, 5, 8, 11, 12, 13, 14, 15]"
"[3, 5, 13, 14, 15]"
