markov_blanket
"[8, 9, 2, 0]"
"[9, 4, 1]"
"[0, 10, 2, 7]"
"[3, 13, 6]"
[1]
"[5, 7, 9, 10, 15]"
"[3, 13, 6]"
"[2, 5, 7, 9, 10, 12, 15]"
"[0, 8, 11, 9]"
"[0, 1, 5, 7, 8, 9, 15]"
"[2, 10, 5, 7]"
"[8, 11, 12, 13, 14]"
"[11, 12, 14, 7]"
"[3, 6, 11, 13, 14]"
"[11, 12, 13, 14]"
"[5, 7, 9, 15]"
