markov_blanket
"[0, 37, 40, 11, 44, 47, 28]"
"[33, 1, 41, 9, 13, 47, 15, 54, 25, 29]"
"[33, 2, 35, 9, 10, 47, 48, 20, 22]"
"[33, 3, 43, 31, 47]"
"[4, 11, 60, 47]"
"[5, 39, 7, 59, 10, 47, 50, 27]"
"[36, 6, 9, 42, 43, 13, 47, 16, 49, 24, 25, 29, 30]"
"[5, 7, 46, 47]"
"[26, 22, 47]"
"[1, 2, 6, 9, 13, 15, 16, 17, 18, 20, 21, 22, 24, 25, 29, 33, 34, 36, 41, 42, 43, 44, 47, 48, 49, 53]"
"[2, 35, 34, 5, 10, 47, 20, 25, 27, 29]"
"[0, 4, 37, 40, 11, 44, 47, 57, 60]"
"[39, 40, 12, 44, 14, 47, 19, 31]"
"[1, 36, 6, 41, 42, 9, 13, 15, 47, 17, 53, 22, 29, 30]"
"[34, 39, 12, 14, 47, 19, 56, 31]"
"[32, 1, 34, 33, 41, 9, 13, 45, 15, 47, 48, 51, 22]"
"[6, 9, 42, 43, 47, 16, 49, 25, 58]"
"[36, 9, 43, 44, 13, 47, 17, 53, 22, 30]"
"[34, 9, 47, 18, 22, 23]"
"[39, 12, 14, 47, 19, 31]"
"[2, 35, 34, 9, 10, 47, 20, 25, 27, 29]"
"[32, 9, 41, 44, 47, 52, 21, 23, 57]"
"[2, 8, 9, 13, 15, 17, 18, 22, 26, 29, 32, 33, 34, 36, 43, 44, 45, 47, 48, 53]"
"[32, 34, 41, 44, 47, 18, 52, 21, 23, 57]"
"[49, 6, 24, 9, 42, 47]"
"[1, 34, 6, 9, 41, 42, 43, 10, 47, 16, 20, 25, 27, 29]"
"[22, 8, 26, 47]"
"[34, 5, 10, 47, 50, 20, 25, 27, 29]"
"[0, 47]"
"[1, 6, 9, 10, 13, 20, 22, 25, 27, 29, 30, 34, 36, 41, 42, 47, 53]"
"[36, 6, 42, 13, 47, 17, 53, 29, 30]"
"[34, 3, 39, 43, 12, 14, 47, 19, 56, 31]"
"[32, 34, 41, 44, 47, 15, 52, 21, 22, 23, 56, 57]"
"[1, 2, 3, 33, 9, 43, 47, 48, 15, 51, 54, 22]"
"[9, 10, 14, 15, 18, 20, 22, 23, 25, 27, 29, 31, 32, 34, 38, 39, 41, 44, 45, 46, 47, 48, 51, 52, 56, 60]"
"[2, 35, 20, 10, 47]"
"[36, 6, 9, 42, 13, 47, 17, 53, 22, 29, 30]"
"[0, 37, 40, 57, 11, 44, 47]"
"[34, 38, 41, 45, 46, 47, 55, 56, 60]"
"[34, 5, 39, 43, 12, 14, 47, 50, 19, 56, 59, 31]"
"[0, 37, 40, 11, 12, 44, 47, 57]"
"[1, 9, 13, 15, 21, 23, 25, 29, 32, 34, 38, 41, 44, 45, 46, 47, 52, 55, 56, 57, 60]"
"[36, 6, 9, 42, 43, 13, 47, 16, 49, 24, 25, 29, 30]"
"[3, 6, 9, 16, 17, 22, 25, 31, 33, 39, 42, 43, 44, 47, 48, 49, 58]"
"[0, 9, 11, 12, 17, 21, 22, 23, 32, 34, 37, 40, 41, 43, 44, 47, 51, 52, 56, 57]"
"[34, 38, 41, 45, 46, 15, 48, 47, 22, 56, 60]"
"[34, 38, 7, 41, 45, 46, 47, 56, 60]"
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60]"
"[33, 2, 34, 9, 43, 45, 47, 48, 15, 22]"
"[6, 9, 42, 43, 47, 16, 49, 24, 58]"
"[50, 5, 39, 27, 47]"
"[33, 34, 44, 47, 15, 51, 56]"
"[32, 34, 41, 44, 47, 52, 21, 23, 56, 57]"
"[36, 9, 13, 47, 17, 53, 22, 29, 30]"
"[1, 33, 54, 47]"
"[38, 55, 41, 47]"
"[32, 34, 38, 39, 41, 44, 45, 14, 47, 46, 51, 52, 56, 60, 31]"
"[32, 37, 40, 41, 11, 44, 47, 52, 21, 23, 57]"
"[16, 49, 58, 43, 47]"
"[5, 39, 59, 47]"
"[34, 4, 38, 41, 11, 45, 46, 47, 56, 60]"
