markov_blanket
"[0, 1, 33, 38, 39, 6, 13, 18, 23, 27]"
"[0, 33, 1, 38, 39]"
"[2, 5, 23, 10, 14]"
"[32, 17, 3]"
"[34, 36, 4]"
"[2, 18, 19, 5, 23, 29, 30]"
"[0, 33, 37, 38, 6, 13]"
"[16, 7, 15]"
"[25, 15]"
"[16, 22, 9, 12, 28]"
"[2, 10, 28, 31]"
[20]
"[9, 20, 12]"
"[0, 37, 6, 23, 27, 13]"
"[2, 30, 14]"
"[8, 25, 15, 7]"
"[16, 9, 7]"
"[24, 17, 3]"
"[0, 18, 19, 5, 23, 29, 30]"
"[5, 18, 19, 23, 29, 30]"
"[11, 12, 20]"
"[26, 34, 21]"
"[22, 9, 28, 29]"
"[0, 2, 5, 13, 18, 19, 23, 27, 29, 30]"
"[24, 17, 29]"
"[8, 25, 34, 15]"
"[26, 21, 31]"
"[0, 33, 23, 27, 13]"
"[22, 9, 10, 28, 31]"
"[5, 18, 19, 22, 23, 24, 29, 30]"
"[5, 14, 18, 19, 23, 29, 30]"
"[10, 26, 28, 31]"
[3]
"[0, 1, 33, 38, 6, 27]"
"[34, 4, 21, 25]"
[36]
"[35, 4, 36]"
"[13, 37, 6]"
"[0, 33, 1, 38, 39, 6]"
"[0, 1, 38, 39]"
