markov_blanket
"[0, 19, 20, 37, 26]"
"[17, 1, 35, 20, 18, 26]"
"[16, 2, 7, 10, 30, 15]"
[16]
"[10, 4, 14, 23]"
"[12, 39]"
"[17, 34, 18, 36, 6, 25, 11]"
"[32, 33, 2, 7, 10, 14, 16, 21, 30]"
"[12, 39]"
"[38, 9, 14, 15]"
"[2, 4, 7, 10, 14, 16, 22, 30]"
"[17, 34, 18, 6, 25, 26, 11]"
"[5, 39, 24, 8, 12, 14]"
"[27, 13, 14]"
"[32, 33, 4, 38, 7, 9, 10, 12, 13, 14, 24]"
"[9, 2, 15]"
"[2, 3, 7, 10, 16, 19, 22, 28, 30]"
"[1, 34, 35, 6, 11, 17, 18, 25, 29]"
"[1, 34, 6, 11, 17, 18, 20, 25, 26, 31]"
"[0, 16, 19, 28]"
"[0, 1, 32, 37, 18, 20, 21, 26]"
"[32, 20, 21, 7]"
"[16, 10]"
[4]
"[40, 24, 12, 14]"
"[34, 36, 6, 41, 11, 17, 18, 25]"
"[0, 1, 18, 20, 37, 26, 11]"
[13]
"[16, 19, 28]"
"[17, 29]"
"[16, 2, 7, 10, 30]"
"[18, 31]"
"[32, 33, 20, 21, 7, 14]"
"[32, 33, 7, 14]"
"[17, 34, 18, 6, 25, 11]"
"[1, 35, 17]"
"[36, 6, 25, 41]"
"[0, 20, 37, 26]"
"[9, 38, 14]"
"[5, 39, 8, 12]"
"[40, 24]"
"[41, 36, 25]"
