markov_blanket
"[0, 10, 13, 15, 19, 22, 23, 24, 28]"
"[10, 19, 23]"
"[24, 20, 15]"
[30]
"[10, 4, 5, 15]"
[4]
"[6, 9, 10, 13, 15, 18, 19, 23, 24, 25, 29]"
"[17, 7, 24, 28, 15]"
"[19, 8, 25, 10, 31]"
"[6, 9, 10, 15, 19, 23, 29]"
"[0, 1, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 23, 24, 26, 27, 28, 29]"
"[19, 23, 10, 11, 28, 12]"
"[20, 27, 11, 12, 13]"
"[0, 6, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29]"
"[10, 13, 14, 15, 16, 18, 19, 20, 24, 26, 28]"
"[0, 2, 4, 6, 7, 9, 10, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]"
"[32, 10, 13, 14, 15, 16, 18, 19, 20, 22, 24, 26, 28]"
"[17, 10, 27, 7]"
"[6, 10, 13, 14, 15, 16, 18, 19, 20, 21, 23, 24, 25, 26, 28, 29]"
"[0, 1, 6, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]"
"[2, 10, 12, 13, 14, 15, 16, 18, 19, 20, 24, 26, 27, 28]"
"[18, 19, 21, 13, 15]"
"[0, 32, 13, 15, 16, 19, 22, 24, 28]"
"[0, 1, 6, 9, 10, 11, 13, 15, 18, 19, 23, 24, 25, 28, 29]"
"[0, 2, 6, 7, 10, 13, 14, 15, 16, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29]"
"[6, 8, 13, 15, 18, 19, 23, 24, 25, 28, 29, 31]"
"[10, 13, 14, 15, 16, 18, 19, 20, 24, 26, 28]"
"[10, 12, 15, 17, 19, 20, 24, 27, 28, 29]"
"[0, 7, 10, 11, 13, 14, 15, 16, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29]"
"[6, 9, 10, 13, 15, 18, 19, 23, 24, 25, 27, 28, 29]"
"[3, 19, 30]"
"[8, 25, 31]"
"[32, 16, 22]"
