markov_blanket
"[0, 17, 18, 5, 10, 12]"
"[1, 4, 21, 22, 8, 13]"
"[2, 4, 5, 6, 8, 11, 15]"
"[3, 5, 11, 14]"
"[1, 2, 4, 7, 8, 11, 13, 15, 16, 20, 21, 22]"
"[0, 2, 3, 5, 6, 8, 11, 12, 14, 15, 18]"
"[2, 5, 6, 8, 11, 15]"
"[4, 7, 8, 9, 12, 16, 17, 19]"
"[1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 13, 16, 17, 19, 21, 22]"
"[7, 8, 9, 12, 16, 17, 19]"
"[0, 18, 10, 12]"
"[2, 3, 4, 5, 6, 8, 11, 12, 14, 15, 16, 20]"
"[0, 5, 7, 8, 9, 10, 11, 12, 16, 17, 19]"
"[1, 4, 21, 22, 8, 13]"
"[3, 5, 11, 14]"
"[2, 4, 5, 6, 11, 15]"
"[4, 7, 8, 9, 11, 12, 16, 17, 19, 20]"
"[0, 7, 8, 9, 12, 16, 17, 19]"
"[0, 10, 18, 5]"
"[16, 17, 19, 7, 8, 9, 12]"
"[16, 20, 4, 11]"
"[1, 4, 21, 22, 8, 13]"
"[1, 4, 21, 22, 8, 13]"
