markov_blanket
"[0, 1, 2, 3, 4, 6, 8, 9, 12]"
"[0, 1, 2, 3, 4, 6, 8, 9]"
"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13]"
"[0, 1, 2, 3, 4, 6, 8, 9, 11, 12]"
"[0, 1, 2, 3, 4, 6, 8, 9, 12]"
"[5, 7]"
"[0, 1, 2, 3, 4, 6, 7, 8, 9, 12, 13]"
"[2, 5, 6, 7, 9, 10, 12, 13]"
"[0, 1, 2, 3, 4, 6, 8, 9, 11, 12]"
"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 12, 13]"
"[2, 7, 9, 10, 12, 13]"
"[2, 3, 8, 11, 12, 14]"
"[0, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13]"
"[2, 6, 7, 9, 10, 12, 13]"
"[11, 14]"
