markov_blanket
"[0, 26, 29, 7]"
"[1, 2, 11, 14, 31]"
"[1, 2, 14]"
"[16, 3, 4, 8, 30]"
"[18, 3, 4, 8, 30]"
"[9, 5, 31]"
"[12, 21, 6, 15]"
"[0, 19, 7]"
"[3, 4, 8, 27, 29, 30]"
"[5, 9, 12, 15]"
"[10, 19, 28]"
"[1, 11, 31, 23]"
"[9, 12, 6, 15]"
[33]
"[17, 2, 1, 14]"
"[9, 12, 6, 15]"
"[16, 3, 20, 30]"
"[17, 27, 14]"
"[32, 18, 4]"
"[32, 19, 22, 7, 24, 25, 10]"
"[16, 20, 22]"
"[26, 28, 21, 6]"
"[19, 20, 22]"
"[24, 11, 23]"
"[24, 19, 23]"
"[33, 19, 25]"
"[0, 21, 26, 28, 29]"
"[8, 17, 27, 29]"
"[26, 10, 28, 21]"
"[0, 8, 26, 27, 29]"
"[16, 3, 4, 8, 30]"
"[1, 11, 5, 31]"
"[32, 18, 19]"
"[25, 13, 33]"
