markov_blanket
"[0, 1, 19, 10, 15]"
"[16, 0, 1, 19, 20, 15]"
"[2, 4, 7, 10, 19, 20, 24]"
"[17, 3, 4, 5, 6]"
"[2, 3, 4, 7, 19, 20, 21, 24]"
"[3, 5, 6, 11, 12, 14, 17, 18]"
"[5, 3, 21, 6]"
"[2, 4, 7, 19, 20, 21, 24]"
"[8, 10, 13, 15, 19, 25]"
"[16, 18, 25, 9, 14]"
"[0, 2, 8, 10, 12, 15, 19, 25]"
"[17, 18, 20, 5, 11, 12, 14]"
"[5, 10, 11, 12, 14, 17, 18, 22, 23]"
"[8, 19]"
"[5, 9, 11, 12, 14, 17, 18, 22, 25]"
"[0, 1, 8, 10, 15, 16, 19, 20, 25]"
"[1, 9, 15, 16, 20, 23, 24, 25]"
"[3, 5, 11, 12, 14, 17, 18, 22, 23]"
"[5, 9, 11, 12, 14, 17, 18, 25]"
"[0, 1, 2, 4, 7, 8, 10, 13, 15, 19, 20, 24, 25]"
"[1, 2, 4, 7, 11, 15, 16, 19, 20, 24]"
"[4, 21, 6, 7, 24]"
"[17, 22, 23, 25, 12, 14]"
"[16, 17, 22, 23, 25, 12]"
"[2, 4, 7, 16, 19, 20, 21, 24]"
"[8, 9, 10, 14, 15, 16, 18, 19, 22, 23, 25]"
