markov_blanket
"[0, 1, 2, 3, 18, 20, 9]"
"[0, 1, 2, 3, 9, 18, 20]"
"[0, 1, 2, 3, 9, 10]"
"[0, 1, 2, 3, 9, 10, 18, 20]"
"[10, 18, 4, 6]"
"[16, 17, 5, 6, 10]"
"[4, 5, 6, 10, 11, 12, 13, 18, 19]"
"[8, 10, 14]"
"[18, 7, 8, 10, 14, 15]"
"[0, 1, 2, 3, 9, 18, 20]"
"[2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 14, 15, 18]"
"[6, 10, 11, 13, 17, 18, 19, 21]"
"[10, 18, 12, 6]"
"[17, 18, 19, 21, 6, 11, 13]"
"[16, 18, 7, 8, 10, 14]"
"[8, 10, 18, 15]"
"[16, 18, 5, 14]"
"[17, 18, 19, 5, 21, 11, 13]"
"[0, 1, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]"
"[17, 18, 19, 21, 6, 11, 13]"
"[0, 1, 18, 3, 20, 9]"
"[17, 18, 19, 21, 11, 13]"
