markov_blanket
"[0, 5, 7, 9, 11]"
"[9, 5]"
"[17, 2, 3, 7, 10, 14]"
"[17, 2, 3, 8, 10, 14, 15]"
"[16, 4, 6, 12, 13]"
"[0, 1, 5, 9]"
"[8, 4, 6]"
"[0, 2, 11, 7]"
"[8, 3, 6, 15]"
"[0, 1, 5, 9]"
"[17, 2, 3, 10, 14]"
"[0, 11, 7]"
"[16, 4, 12, 13]"
"[16, 4, 12, 13]"
"[17, 2, 3, 10, 14]"
"[8, 3, 15]"
"[16, 4, 12, 13]"
"[17, 2, 3, 10, 14]"
