membership
0
1
0
2
3
1
4
5
2
2
4
2
6
7
5
6
2
5
8
0
5
2
4
7
2
3
8
6
4
0
0
9
9
1
10
3
9
2
2
2
6
6
2
3
3
4
3
6
10
5
2
4
9
0
2
9
1
4
1
10
7
2
