membership
0
0
1
1
2
3
3
0
4
1
3
5
6
7
2
3
6
3
6
8
3
0
3
7
6
0
0
6
2
7
6
9
2
6
8
8
9
5
5
1
6
2
6
1
1
2
4
0
1
1
4
0
0
