membership
0
1
1
2
2
3
1
4
4
4
5
6
5
1
7
4
8
6
9
5
10
8
4
11
4
7
2
7
12
2
6
13
2
13
11
4
1
4
11
10
3
1
12
6
10
5
10
7
4
0
1
11
9
5
4
1
2
7
12
12
12
0
2
2
3
4
11
7
10
11
12
4
14
12
5
2
1
6
2
6
1
8
12
5
5
4
10
12
3
7
10
12
5
3
4
14
12
9
4
7
11
