membership
0
0
1
2
3
4
4
0
2
2
4
5
1
6
2
4
1
4
1
7
4
0
4
6
1
0
0
1
3
6
1
3
3
2
7
7
3
5
5
2
1
3
1
2
2
2
8
0
2
2
8
0
0
