membership
0
1
2
3
0
4
0
5
0
3
1
6
5
7
8
1
9
1
10
4
4
9
11
1
11
1
8
9
10
5
1
7
4
6
0
9
11
10
9
4
12
1
11
2
2
2
11
2
0
10
10
9
5
12
5
0
0
7
9
1
1
12
5
7
5
1
10
2
6
9
11
7
9
1
0
9
0
6
5
2
2
2
6
1
5
6
