membership
0
1
2
3
4
5
6
1
7
5
7
8
9
10
11
12
13
14
4
1
11
15
15
8
2
13
5
16
17
10
10
1
17
10
18
19
20
13
7
13
9
1
16
21
15
15
18
22
12
19
16
15
5
15
17
16
23
16
23
16
1
0
1
10
7
7
18
12
1
6
4
5
17
23
14
10
1
0
14
20
0
21
6
16
24
4
18
16
12
0
15
21
6
23
10
5
15
15
24
7
16
24
15
20
16
6
3
22
21
4
15
24
2
11
21
8
2
1
7
17
7
2
24
15
22
11
5
6
18
7
16
16
3
9
16
17
6
18
16
