membership
0
1
2
3
4
1
5
4
4
3
2
2
6
7
2
0
7
6
8
1
8
2
1
3
2
1
2
9
8
0
2
2
2
4
0
1
10
5
0
7
2
9
1
0
9
2
1
6
1
1
9
5
5
1
8
5
6
10
2
6
3
2
9
10
2
1
0
1
7
9
