membership
0
1
0
0
2
3
0
0
1
3
4
3
3
5
6
1
4
6
3
1
7
6
0
1
1
5
8
7
2
6
7
8
0
7
9
8
1
8
8
2
0
9
4
6
8
1
5
3
6
7
