membership
0
1
2
3
4
5
6
7
0
3
8
9
0
8
10
6
1
11
12
11
8
2
13
8
8
8
14
5
15
9
2
14
15
16
0
15
8
2
3
14
17
8
13
1
18
10
19
12
11
15
9
20
11
12
15
3
16
13
14
14
11
2
19
2
10
20
3
16
17
8
11
15
4
17
11
10
14
8
2
14
2
7
15
13
4
14
13
10
3
4
18
2
8
14
2
1
7
2
16
3
8
2
0
2
11
8
17
16
14
11
14
8
16
7
15
20
11
15
1
8
19
1
8
17
21
10
4
17
2
0
8
22
14
9
23
2
0
15
