membership
0
0
0
1
2
3
4
2
5
6
6
6
6
6
3
3
3
3
7
6
6
4
4
4
4
4
2
2
2
2
2
2
2
2
8
8
9
9
10
11
11
11
3
3
7
7
7
7
7
11
11
11
1
1
1
10
10
10
10
10
10
5
5
7
5
5
5
9
9
9
9
9
9
9
9
9
11
7
7
7
