membership
0
1
2
3
4
5
6
2
6
4
0
4
3
0
3
0
0
3
0
6
3
0
7
8
0
4
4
8
8
7
1
6
5
8
1
1
1
4
0
6
0
6
3
8
3
6
6
6
0
3
8
7
0
