membership
0
1
0
2
3
1
4
5
2
2
6
2
7
8
5
7
2
5
9
0
5
2
6
8
2
3
9
7
4
0
0
10
10
1
11
3
10
2
2
2
7
7
2
3
3
4
3
7
11
5
2
4
10
0
2
10
1
4
1
11
8
2
