membership
0
0
0
1
2
3
4
2
5
6
0
6
6
6
3
3
3
3
4
6
6
6
6
6
4
4
2
2
2
2
2
2
2
2
7
7
7
7
1
8
8
8
3
3
4
4
4
4
4
8
8
8
1
1
1
1
1
1
1
1
1
5
5
4
5
5
5
7
7
7
7
7
7
7
7
7
8
4
4
4
