membership
0
1
2
3
4
4
5
3
6
5
7
7
8
9
9
10
11
8
2
7
12
13
7
14
3
5
8
2
3
7
15
9
1
5
10
3
3
14
3
3
11
9
8
8
8
14
15
4
7
5
9
6
3
14
10
12
16
10
5
3
7
15
1
8
10
17
11
13
14
10
0
0
10
7
12
9
5
4
14
8
16
16
3
7
11
3
3
10
10
8
7
15
12
9
7
17
6
9
11
1
12
7
4
8
12
7
7
13
5
0
8
7
3
12
5
7
14
12
