membership
0
1
2
3
4
5
1
6
1
4
4
1
0
7
0
6
5
5
4
4
3
8
8
5
6
8
4
9
10
2
4
0
11
6
5
9
3
11
12
3
6
4
11
1
4
11
3
1
12
1
1
6
6
4
1
8
6
12
4
6
1
5
10
13
1
1
10
2
12
3
13
0
6
1
1
3
11
8
7
6
0
