membership
0
1
2
0
3
2
0
3
4
5
5
5
0
0
6
5
7
7
8
1
2
8
7
3
8
5
9
0
1
9
8
6
3
4
5
10
5
2
10
2
0
10
5
0
9
5
6
0
5
0
7
7
2
5
10
10
1
3
0
3
5
5
1
2
5
1
5
2
0
8
5
5
0
