membership
0
1
2
1
3
4
5
6
3
7
7
2
7
2
1
5
5
5
7
6
7
2
0
2
4
1
7
1
3
7
5
1
6
5
0
6
0
1
0
0
4
7
3
4
2
6
1
2
0
7
7
