membership
0
1
2
3
4
4
5
5
5
6
6
7
1
8
1
2
5
4
6
5
2
2
6
7
1
8
4
2
7
4
3
7
7
5
1
1
6
7
7
1
3
4
4
5
9
6
1
0
3
9
1
4
4
5
4
8
2
7
3
0
