membership
0
1
2
0
0
0
0
3
4
5
0
6
3
6
7
1
4
1
0
0
5
0
4
2
5
5
1
1
6
0
5
3
0
6
4
1
0
6
6
0
7
1
7
3
6
3
4
1
7
7
1
2
3
0
4
4
0
1
4
0
6
7
7
7
7
7
