membership
0
1
2
3
4
5
2
6
0
7
0
8
0
0
6
2
1
9
10
9
0
2
11
0
12
0
13
5
12
8
14
14
15
16
0
15
0
2
0
13
17
0
11
1
18
13
19
3
9
12
8
17
9
10
12
3
20
11
14
13
9
0
19
2
14
17
3
16
3
0
9
12
4
17
9
14
13
0
2
13
2
20
12
11
4
14
11
6
7
4
18
2
3
13
2
1
6
2
20
3
0
2
0
2
9
0
17
16
13
9
13
0
20
20
12
17
9
12
1
0
19
1
20
17
21
14
4
17
0
0
0
22
13
8
13
2
0
12
