membership
0
1
2
3
4
5
1
6
7
8
4
1
0
9
0
6
5
5
4
4
3
10
10
5
6
10
4
4
11
2
4
0
12
6
5
4
3
12
13
3
6
4
12
1
8
12
3
1
13
1
14
6
6
4
0
10
6
13
8
6
7
5
11
1
14
7
11
2
13
3
1
0
6
14
1
3
12
10
9
6
0
