membership
0
1
2
3
4
1
5
4
4
3
2
2
6
7
2
0
8
7
8
1
5
2
1
3
2
1
2
9
5
0
2
2
2
4
0
1
10
8
0
8
2
9
1
0
8
2
1
7
1
1
9
8
8
1
5
5
6
10
2
7
3
2
9
10
2
1
0
1
8
9
