membership
0
1
2
3
3
4
5
3
1
1
3
3
0
3
3
4
1
1
6
0
4
6
3
3
1
0
1
7
7
4
3
1
8
1
1
1
6
3
2
1
7
5
4
2
5
3
3
3
0
2
7
7
1
3
7
2
0
4
3
3
0
0
3
0
7
4
3
3
2
3
3
0
8
