membership
0
0
1
2
3
0
4
3
5
4
4
5
6
0
1
5
3
5
4
7
8
6
7
7
5
3
9
2
3
6
9
6
1
1
7
10
0
6
8
3
0
8
6
6
7
4
0
7
6
10
9
6
3
10
3
10
1
7
2
3
10
4
1
7
3
8
8
8
8
2
9
1
9
9
7
9
9
7
6
0
6
1
3
3
3
0
3
3
2
3
3
3
3
6
3
3
7
3
3
3
3
3
2
3
