membership
0
1
2
3
0
4
5
4
6
7
8
9
10
11
4
6
0
12
12
13
5
3
4
0
14
15
16
17
18
19
13
20
4
1
21
0
6
22
5
7
10
1
15
5
12
23
3
4
24
18
25
5
14
15
26
6
12
6
7
2
14
27
23
13
16
28
8
4
18
26
29
3
6
30
18
28
31
24
27
12
3
10
16
32
33
27
3
34
25
3
9
15
18
25
35
11
16
26
26
15
21
20
12
1
36
0
13
4
29
7
7
21
2
18
32
36
23
14
5
31
13
15
15
30
37
6
5
6
34
0
6
20
15
6
13
7
38
23
5
7
26
34
14
18
39
18
3
5
25
26
40
14
16
6
18
3
35
10
3
15
6
39
2
4
22
17
10
29
37
31
31
24
6
0
34
0
36
34
9
1
37
5
33
35
2
3
6
38
7
17
33
22
3
0
38
3
24
30
39
28
24
9
28
4
21
39
29
33
34
26
37
5
37
38
5
7
26
8
4
27
15
35
16
6
5
3
7
23
12
37
38
32
6
6
34
36
0
4
13
22
14
7
4
3
31
33
4
35
6
24
26
1
0
27
3
6
13
12
6
35
37
17
13
27
16
12
17
28
33
6
6
11
4
17
10
6
14
7
38
27
4
4
15
18
7
12
9
18
1
16
11
4
26
30
7
25
13
7
2
14
26
28
30
19
3
36
11
0
29
22
9
27
3
25
40
6
18
8
28
33
16
