membership
0
1
2
3
0
4
0
5
0
3
1
6
5
7
5
8
7
8
9
4
4
7
10
1
10
7
5
7
9
5
7
11
4
6
0
7
10
9
7
4
12
1
10
2
2
2
10
2
0
9
9
7
5
12
5
0
0
11
7
1
8
12
5
11
5
1
9
2
6
7
10
7
7
1
0
7
0
6
5
2
2
2
6
1
5
6
