membership
0
1
0
0
2
3
0
0
1
3
4
3
3
5
6
1
4
6
3
1
6
3
0
1
1
5
6
6
2
6
7
6
0
6
6
6
1
6
6
2
0
6
4
6
6
1
5
3
6
7
