membership
0
1
2
3
0
4
5
6
7
7
8
9
6
10
1
2
5
3
2
7
0
11
2
11
1
5
8
11
5
1
7
5
1
0
1
0
0
11
5
4
2
8
8
8
1
7
0
11
0
9
0
2
2
7
9
0
11
9
11
1
0
9
9
8
0
7
10
3
