membership
0
1
2
3
4
5
6
7
8
3
2
2
9
10
11
12
13
8
14
2
14
8
15
16
13
0
14
9
17
9
8
18
19
20
3
13
1
8
20
21
8
22
8
21
8
4
16
23
22
20
14
11
10
1
22
4
21
9
16
24
2
0
4
18
0
20
8
25
2
3
20
18
5
21
1
21
12
4
26
22
15
7
6
4
18
1
27
18
26
18
21
