membership
0
1
2
3
4
5
6
7
8
6
7
1
9
10
1
11
12
13
14
11
15
15
16
13
17
12
1
1
6
4
13
1
16
10
4
13
18
19
5
13
3
6
10
20
16
15
14
16
11
21
6
4
3
22
16
12
10
20
3
4
11
19
1
20
14
12
23
10
3
4
17
17
24
11
22
6
9
14
4
22
10
6
13
22
3
11
13
17
17
17
2
3
10
10
20
3
6
14
6
22
10
19
1
10
15
5
22
5
0
14
11
14
24
16
17
4
25
12
22
5
10
14
2
10
17
4
2
16
23
2
17
15
10
2
20
2
14
19
9
19
0
0
10
6
24
22
13
5
1
7
9
21
23
17
6
10
25
6
7
21
14
10
14
23
10
24
18
8
19
10
1
21
6
14
5
6
6
15
6
8
6
13
10
10
6
22
4
14
