membership
0
1
2
3
0
4
5
4
6
7
8
9
10
11
4
6
0
12
12
13
5
3
4
0
14
15
16
17
18
19
13
20
4
21
22
0
6
13
23
7
10
21
15
5
12
24
3
4
25
18
26
5
23
15
27
6
12
6
7
2
23
28
24
13
16
29
8
4
18
27
30
3
6
31
18
29
32
25
28
12
3
10
16
33
34
28
3
35
26
3
9
15
18
26
36
11
16
27
27
14
22
20
12
1
37
0
13
4
30
7
7
22
2
18
33
37
24
14
23
32
5
15
15
31
38
6
23
6
35
0
6
20
15
6
21
7
39
24
5
7
27
35
14
18
40
18
3
23
26
27
41
14
16
21
18
3
36
10
3
15
6
40
2
4
13
16
10
30
38
32
32
25
21
0
35
0
37
35
9
1
38
23
34
36
2
3
21
39
7
17
34
13
3
0
39
3
25
31
40
29
25
9
29
4
22
40
30
34
35
27
38
5
38
39
5
7
27
8
4
28
15
36
16
6
23
3
7
24
12
38
39
33
6
6
35
37
0
4
13
21
23
7
4
3
32
34
4
36
6
25
27
1
0
16
3
6
5
12
21
36
38
17
13
16
16
12
17
29
34
6
6
11
4
17
10
6
14
7
39
28
4
4
15
18
7
12
9
18
21
7
11
4
27
31
7
26
13
7
2
21
27
29
31
19
3
37
11
0
30
1
9
14
3
25
41
6
18
8
29
34
16
