membership
0
1
2
3
0
4
5
6
7
7
8
9
6
10
1
2
5
3
2
11
0
12
2
12
1
5
8
12
5
1
11
7
1
0
1
0
0
11
5
4
2
8
8
8
1
7
0
12
0
2
0
2
7
11
9
0
12
9
12
1
0
9
9
8
0
11
10
3
