membership
0
1
2
1
3
2
4
5
6
7
2
3
1
4
1
6
7
4
6
1
7
6
6
6
7
7
6
2
0
7
4
1
6
1
6
2
4
8
5
2
8
5
7
1
0
5
5
4
1
7
2
0
6
4
1
5
0
8
7
2
3
