membership
0
1
2
3
4
5
6
7
2
4
8
9
10
11
4
12
13
10
14
12
13
15
13
10
5
16
9
17
18
0
19
5
1
5
13
16
10
14
7
7
16
20
21
3
22
11
23
2
15
24
11
18
25
6
26
18
24
20
20
14
13
19
5
16
16
19
11
9
15
8
26
27
26
10
3
3
25
8
6
23
18
12
28
9
27
3
26
23
22
7
10
5
28
20
4
14
23
9
15
14
12
17
8
8
20
6
20
14
12
2
23
10
13
21
19
29
12
20
4
29
5
25
24
10
3
25
5
20
10
20
24
