membership
0
1
2
3
4
2
2
5
0
6
5
4
7
1
8
7
9
5
0
10
0
9
11
7
7
5
11
5
6
9
2
11
10
10
2
8
5
3
2
1
2
0
1
5
1
2
9
11
10
4
0
5
11
6
11
4
8
5
9
10
0
2
8
5
5
5
10
