membership
0
0
1
0
0
2
2
1
1
1
1
1
1
1
3
1
4
4
5
5
4
4
4
4
4
6
6
4
7
7
7
7
7
3
3
3
8
8
8
8
8
8
9
8
3
9
9
9
9
9
7
7
8
8
1
5
0
7
2
3
