membership
0
1
1
2
3
4
5
1
5
3
0
3
2
0
2
0
0
2
0
5
2
0
1
6
0
3
3
6
6
1
3
5
4
6
1
0
1
3
0
5
0
5
2
6
2
5
5
5
0
2
6
1
0
